onset	duration	trial_type	value	sample	trial_id
4.078125	1.0	2.0	3	1044	0.0
4.0859375	1.0	0.0	1	1046	n/a
4.09375	1.0	1.0	2	1048	n/a
4.1015625	1.0	2.0	3	1050	n/a
4.11328125	1.0	1.0	2	1053	n/a
4.12109375	1.0	1.0	2	1055	n/a
4.12890625	1.0	2.0	3	1057	n/a
4.13671875	1.0	1.0	2	1059	n/a
4.14453125	1.0	2.0	3	1061	n/a
4.15234375	1.0	0.0	1	1063	n/a
4.16015625	1.0	2.0	3	1065	n/a
4.16796875	1.0	0.0	1	1067	n/a
4.1796875	1.0	2.0	3	1070	n/a
4.1875	1.0	2.0	3	1072	n/a
4.1953125	1.0	1.0	2	1074	n/a
4.203125	1.0	1.0	2	1076	n/a
4.2109375	1.0	0.0	1	1078	n/a
4.21875	1.0	2.0	3	1080	n/a
4.2265625	1.0	0.0	1	1082	n/a
4.23828125	1.0	1.0	2	1085	n/a
4.24609375	1.0	1.0	2	1087	n/a
4.25390625	1.0	0.0	1	1089	n/a
4.26171875	1.0	0.0	1	1091	n/a
4.26953125	1.0	1.0	2	1093	n/a
4.27734375	1.0	2.0	3	1095	n/a
4.28515625	1.0	2.0	3	1097	n/a
4.29296875	1.0	2.0	3	1099	n/a
4.3046875	1.0	0.0	1	1102	n/a
4.3125	1.0	2.0	3	1104	n/a
4.3203125	1.0	1.0	2	1106	n/a
4.328125	1.0	0.0	1	1108	n/a
4.3359375	1.0	0.0	1	1110	n/a
4.34375	1.0	2.0	3	1112	n/a
4.3515625	1.0	0.0	1	1114	n/a
4.36328125	1.0	0.0	1	1117	n/a
4.37109375	1.0	0.0	1	1119	n/a
4.37890625	1.0	2.0	3	1121	n/a
4.38671875	1.0	2.0	3	1123	n/a
4.39453125	1.0	2.0	3	1125	n/a
4.40234375	1.0	2.0	3	1127	n/a
4.41015625	1.0	1.0	2	1129	n/a
4.41796875	1.0	0.0	1	1131	n/a
4.4296875	1.0	2.0	3	1134	n/a
4.4375	1.0	1.0	2	1136	n/a
4.4453125	1.0	2.0	3	1138	n/a
4.453125	1.0	2.0	3	1140	n/a
4.4609375	1.0	1.0	2	1142	n/a
4.46875	1.0	2.0	3	1144	n/a
4.4765625	1.0	1.0	2	1146	n/a
4.48828125	1.0	0.0	1	1149	n/a
4.49609375	1.0	1.0	2	1151	n/a
4.50390625	1.0	0.0	1	1153	n/a
4.51171875	1.0	1.0	2	1155	n/a
4.51953125	1.0	1.0	2	1157	n/a
4.52734375	1.0	2.0	3	1159	n/a
4.53515625	1.0	2.0	3	1161	n/a
4.54296875	1.0	0.0	1	1163	n/a
4.5546875	1.0	1.0	2	1166	n/a
4.5625	1.0	0.0	1	1168	n/a
4.5703125	1.0	2.0	3	1170	n/a
4.578125	1.0	2.0	3	1172	n/a
4.5859375	1.0	0.0	1	1174	n/a
4.59375	1.0	0.0	1	1176	n/a
4.6015625	1.0	2.0	3	1178	n/a
4.61328125	1.0	1.0	2	1181	n/a
4.62109375	1.0	1.0	2	1183	n/a
4.62890625	1.0	1.0	2	1185	n/a
4.63671875	1.0	0.0	1	1187	n/a
4.64453125	1.0	1.0	2	1189	n/a
4.65234375	1.0	2.0	3	1191	n/a
4.66015625	1.0	0.0	1	1193	n/a
4.66796875	1.0	0.0	1	1195	n/a
4.6796875	1.0	1.0	2	1198	n/a
4.6875	1.0	0.0	1	1200	n/a
4.6953125	1.0	0.0	1	1202	n/a
4.703125	1.0	0.0	1	1204	n/a
4.7109375	1.0	1.0	2	1206	n/a
4.71875	1.0	1.0	2	1208	n/a
4.7265625	1.0	1.0	2	1210	n/a
4.73828125	1.0	1.0	2	1213	n/a
13.76171875	1.0	2.0	3	3523	1.0
13.76953125	1.0	0.0	1	3525	n/a
13.77734375	1.0	1.0	2	3527	n/a
13.78515625	1.0	2.0	3	3529	n/a
13.796875	1.0	1.0	2	3532	n/a
13.8046875	1.0	1.0	2	3534	n/a
13.8125	1.0	2.0	3	3536	n/a
13.8203125	1.0	1.0	2	3538	n/a
13.828125	1.0	2.0	3	3540	n/a
13.8359375	1.0	0.0	1	3542	n/a
13.84375	1.0	2.0	3	3544	n/a
13.8515625	1.0	0.0	1	3546	n/a
13.86328125	1.0	2.0	3	3549	n/a
13.87109375	1.0	2.0	3	3551	n/a
13.87890625	1.0	1.0	2	3553	n/a
13.88671875	1.0	1.0	2	3555	n/a
13.89453125	1.0	0.0	1	3557	n/a
13.90234375	1.0	2.0	3	3559	n/a
13.91015625	1.0	0.0	1	3561	n/a
13.921875	1.0	1.0	2	3564	n/a
13.9296875	1.0	1.0	2	3566	n/a
13.9375	1.0	0.0	1	3568	n/a
13.9453125	1.0	0.0	1	3570	n/a
13.953125	1.0	1.0	2	3572	n/a
13.9609375	1.0	2.0	3	3574	n/a
13.96875	1.0	2.0	3	3576	n/a
13.9765625	1.0	2.0	3	3578	n/a
13.98828125	1.0	0.0	1	3581	n/a
13.99609375	1.0	2.0	3	3583	n/a
14.00390625	1.0	1.0	2	3585	n/a
14.01171875	1.0	0.0	1	3587	n/a
14.01953125	1.0	0.0	1	3589	n/a
14.02734375	1.0	2.0	3	3591	n/a
14.03515625	1.0	0.0	1	3593	n/a
14.046875	1.0	0.0	1	3596	n/a
14.0546875	1.0	0.0	1	3598	n/a
14.0625	1.0	2.0	3	3600	n/a
14.0703125	1.0	2.0	3	3602	n/a
14.078125	1.0	2.0	3	3604	n/a
14.0859375	1.0	2.0	3	3606	n/a
14.09375	1.0	1.0	2	3608	n/a
14.1015625	1.0	0.0	1	3610	n/a
14.11328125	1.0	2.0	3	3613	n/a
14.12109375	1.0	1.0	2	3615	n/a
14.12890625	1.0	2.0	3	3617	n/a
14.13671875	1.0	2.0	3	3619	n/a
14.14453125	1.0	1.0	2	3621	n/a
14.15234375	1.0	2.0	3	3623	n/a
14.16015625	1.0	1.0	2	3625	n/a
14.171875	1.0	0.0	1	3628	n/a
14.1796875	1.0	1.0	2	3630	n/a
14.1875	1.0	0.0	1	3632	n/a
14.1953125	1.0	1.0	2	3634	n/a
14.203125	1.0	1.0	2	3636	n/a
14.2109375	1.0	2.0	3	3638	n/a
14.21875	1.0	2.0	3	3640	n/a
14.2265625	1.0	0.0	1	3642	n/a
14.23828125	1.0	1.0	2	3645	n/a
14.24609375	1.0	0.0	1	3647	n/a
14.25390625	1.0	2.0	3	3649	n/a
14.26171875	1.0	2.0	3	3651	n/a
14.26953125	1.0	0.0	1	3653	n/a
14.27734375	1.0	0.0	1	3655	n/a
14.28515625	1.0	2.0	3	3657	n/a
14.296875	1.0	1.0	2	3660	n/a
14.3046875	1.0	1.0	2	3662	n/a
14.3125	1.0	1.0	2	3664	n/a
